name,catid,rid,manufacturingDate,rating,quantity,price
trial,8,2586,2021-03-16,3,49402,13331
senior,13,29120,2023-06-25,5,40878,7390
up,13,26197,2023-12-30,4,17555,4195
character,12,20302,2020-05-17,5,17520,4170
or,14,12282,2024-02-01,4,36886,3038
really,14,19579,2023-07-29,1,25690,10041
onto,16,7369,2020-01-25,5,18495,14518
deal,14,22465,2022-01-23,3,41957,178
forget,15,8476,2024-10-09,4,7305,966
hand,16,12999,2023-05-21,1,8513,3724
series,12,18317,2022-09-19,5,40184,10443
for,4,4784,2020-11-25,3,18831,27508
hot,15,28743,2023-07-08,4,37357,10753
choose,12,6175,2022-08-29,3,17087,15558
less,5,11283,2022-02-16,2,34049,9205
foot,2,12223,2024-04-25,2,37871,17375
go,10,6158,2023-09-09,1,37725,24118
rich,1,13323,2023-03-13,1,28679,5064
the,3,7539,2023-11-28,2,35291,28035
section,3,13919,2020-05-14,1,24621,22235
responsibility,14,29066,2022-02-24,3,20357,21708
fall,11,21971,2024-07-09,5,48214,10398
describe,2,4379,2024-06-13,2,23731,6092
these,14,3977,2023-04-02,0,33968,9835
probably,13,19760,2022-12-16,1,15037,10141
old,14,10166,2020-03-04,3,17163,22045
reach,11,25828,2021-01-18,3,13607,22565
find,4,7007,2021-03-06,1,22570,1094
according,6,16352,2021-12-03,0,28395,29520
citizen,10,849,2024-10-10,5,40783,23332
parent,15,21224,2023-10-22,1,47369,24586
talk,16,12899,2021-12-24,3,23085,22464
early,13,557,2023-12-14,1,43751,11050
behavior,11,17866,2021-06-18,2,47936,16425
article,3,16907,2023-09-13,2,34401,9056
join,4,21042,2021-04-12,4,30507,27344
color,14,2199,2022-03-04,0,10834,11721
whatever,9,9161,2022-11-23,2,31501,5245
art,4,13488,2024-09-14,5,12541,29028
task,12,26590,2023-03-07,1,13008,768
sea,13,22673,2024-10-28,4,12122,28031
look,14,25639,2023-07-04,0,38311,13583
record,1,4624,2021-02-26,0,25415,26153
outside,12,5997,2021-03-08,2,34377,24593
break,2,4554,2021-07-29,3,16295,20627
wish,12,6943,2021-07-07,0,47036,25497
people,6,13077,2024-10-26,5,14344,10025
where,11,18555,2022-04-20,2,39985,9562
computer,9,16582,2022-08-12,1,13161,9232
read,12,27659,2021-03-20,4,23537,14087
his,4,4958,2022-12-08,1,13263,5473
hear,8,4384,2023-12-13,3,35989,2431
thus,10,11736,2022-03-19,3,5825,13088
shoulder,11,25998,2020-03-13,5,32554,17576
summer,2,25879,2022-04-19,0,37862,21658
discussion,15,19709,2021-01-04,0,38216,4058
air,13,3027,2020-03-26,4,16221,28595
at,2,6877,2020-07-19,4,40541,13047
great,2,24559,2023-01-24,2,11811,18392
purpose,4,15548,2022-02-26,4,12363,19932
world,13,25095,2020-01-05,4,43835,325
good,3,27264,2022-05-28,5,13368,153
old,8,13422,2022-11-14,3,22173,8729
turn,11,835,2020-04-25,2,17339,29265
call,6,12025,2024-04-14,2,10650,674
blood,3,17455,2022-03-03,0,25323,4687
American,15,21151,2021-09-22,4,40865,20297
protect,5,22572,2023-05-28,4,34096,24101
happen,14,2013,2022-05-26,4,37731,9899
maybe,16,1297,2021-07-31,2,19789,24910
help,16,16055,2020-02-22,3,22253,22833
example,2,6173,2023-02-18,5,43983,10973
statement,10,2268,2020-08-19,0,42402,11570
hear,5,2069,2021-04-28,1,12371,16493
no,5,5232,2021-02-27,5,12776,23562
cup,5,20381,2020-10-13,0,38197,22344
language,4,17679,2021-11-19,3,28564,15076
wonder,14,26561,2020-04-02,0,17632,11063
dinner,8,8987,2021-12-06,0,16467,17244
she,12,22116,2024-09-05,3,27165,11903
view,8,9361,2023-01-14,1,29329,17622
go,15,27650,2021-03-11,5,11212,27537
place,9,13557,2020-04-23,1,20552,24064
physical,11,6490,2022-12-20,3,17443,26355
later,3,22525,2022-01-21,4,45445,2955
education,12,5270,2020-11-29,0,6999,3883
receive,3,48,2024-09-17,0,31183,400
against,6,18650,2023-01-04,0,7959,17957
Congress,13,6639,2024-02-29,2,24333,21101
yourself,8,20772,2020-05-24,0,28692,6706
society,16,18463,2024-10-20,2,39145,12134
table,13,2461,2022-03-12,1,34167,3951
professor,14,9859,2022-07-10,2,10424,9635
among,16,21974,2023-05-25,1,14862,13435
ok,1,20646,2022-09-24,0,37014,14025
design,16,25635,2020-01-23,5,30352,21726
list,11,14373,2020-08-19,0,21178,24461
four,2,24340,2021-05-16,1,31467,12155
point,9,11010,2024-06-04,5,45692,22303
table,1,18567,2021-12-23,3,11753,12914
foot,6,17591,2020-01-27,0,28500,16198
shake,15,21640,2022-06-27,3,7838,4006
carry,6,10927,2023-08-08,2,23244,16378
minute,11,16161,2022-11-26,1,16915,15114
system,11,23709,2022-01-05,0,11495,29660
write,5,26375,2022-03-16,5,12967,19530
hair,4,17326,2023-10-05,5,27120,9004
process,2,10033,2021-06-19,0,37602,27403
stay,6,6171,2023-11-27,5,6403,15802
common,2,25156,2022-01-28,0,15550,12240
her,16,1958,2021-06-02,5,22214,17961
national,8,27773,2021-07-23,3,34743,8108
since,7,11914,2020-12-05,5,9194,27382
worry,6,18320,2024-07-07,3,41649,22048
read,14,10404,2021-11-28,5,19450,19531
think,2,21097,2023-03-12,3,41637,5245
phone,1,2963,2024-05-12,5,37226,28940
purpose,4,2283,2021-04-29,1,14797,20414
human,1,23435,2024-04-29,0,19219,3551
sense,10,11342,2021-04-02,2,27692,23039
again,12,18281,2024-10-25,0,45357,19485
moment,9,9754,2022-07-05,1,22314,15213
pressure,14,17577,2024-01-29,1,29569,15576
best,9,7135,2020-04-03,5,7941,21304
north,16,25558,2020-08-23,0,23453,20974
official,4,1835,2020-11-05,3,16417,18513
generation,16,17497,2021-02-04,0,8264,26624
gas,6,14897,2023-06-02,2,26747,23706
avoid,9,4875,2023-11-23,3,36078,29666
floor,12,2004,2022-09-15,3,27226,2869
explain,2,3035,2023-06-27,0,27976,28908
agree,1,17120,2023-07-04,5,13907,21498
list,9,23198,2021-07-27,5,45886,16990
TV,16,23212,2021-10-02,1,26851,15106
direction,4,23734,2023-07-12,0,28720,7086
myself,13,363,2023-11-22,2,40869,18418
account,2,8771,2020-05-05,4,6165,24572
business,2,14184,2020-05-24,3,33267,28563
painting,11,29206,2023-06-13,3,15256,2089
cut,10,20833,2020-08-24,1,30293,4574
wrong,5,21956,2021-05-26,5,31112,24071
listen,7,26857,2021-09-30,0,20739,2178
tend,9,16501,2024-06-25,0,8097,13538
heart,5,26480,2024-01-07,1,27652,12394
like,8,25434,2023-07-28,3,29824,14802
green,12,21210,2024-08-08,5,41768,11998
concern,12,10751,2020-06-02,1,32464,14993
control,9,19043,2024-07-04,4,33827,6731
two,3,12907,2020-05-13,0,29745,20752
exactly,16,1082,2020-12-25,4,34765,8072
different,7,21804,2021-03-16,2,6283,12588
across,7,10187,2024-01-12,3,48050,1378
consumer,2,14192,2021-05-03,2,19731,8253
property,16,22628,2023-01-31,4,35849,27390
low,1,25928,2021-06-27,2,7779,4695
later,8,2605,2020-05-27,3,44431,18274
firm,1,12147,2024-05-15,2,44684,24753
stay,9,16323,2021-04-23,1,42154,9101
bar,2,27871,2023-12-24,5,21350,16901
either,16,6030,2023-11-24,0,33360,15783
fund,13,25720,2022-03-23,1,25998,14084
production,5,13930,2023-10-19,2,38069,29221
happy,3,20540,2022-06-01,4,29640,7294
interview,15,20140,2021-01-19,0,29503,5559
find,6,3578,2023-09-03,1,8994,22687
attorney,5,14412,2020-08-16,3,37388,19278
difficult,15,388,2023-10-23,2,5787,26793
throw,7,23418,2020-06-21,3,20852,25774
certainly,7,22832,2023-05-26,5,24175,9870
view,16,23463,2020-06-23,0,31411,12273
white,9,16085,2023-03-04,4,49381,7795
she,15,26477,2020-09-26,2,25208,10148
example,1,8209,2023-08-02,3,20088,1853
figure,9,18864,2021-09-09,2,33225,7197
set,4,10840,2022-02-16,4,30139,8754
science,6,3442,2021-08-19,0,46056,2020
really,14,17414,2020-11-07,3,28311,24112
white,4,14029,2024-05-24,0,38366,16991
back,1,24183,2022-09-16,1,45524,2355
wait,1,347,2022-12-18,4,17462,1645
serious,7,25167,2020-12-28,0,17679,12967
represent,15,4463,2022-04-22,1,49043,25843
song,7,20434,2024-10-16,1,47032,9892
bad,3,5688,2021-11-12,3,47309,17983
experience,10,12694,2021-10-29,1,29228,8731
inside,2,14817,2021-05-17,2,36036,2488
song,7,24152,2021-03-12,2,46057,28383
someone,5,2822,2023-01-15,2,33574,4844
minute,7,11080,2021-04-21,2,13716,3696
support,2,3649,2022-07-25,5,31076,26738
image,1,3269,2021-03-17,2,8158,9608
go,16,478,2020-07-06,3,5640,21953
sell,6,25591,2022-05-20,4,31960,3412
present,8,19725,2021-02-12,1,43311,24004
responsibility,2,13791,2020-10-14,2,21887,29984
man,8,21421,2021-01-04,1,26372,27668
true,11,13096,2021-03-10,0,15260,7649
stage,7,18766,2024-02-06,5,41116,21542
almost,12,19394,2024-06-30,2,26492,27800
every,12,14100,2021-10-25,3,48165,12862
call,11,8148,2022-06-09,4,44838,16679
democratic,12,12495,2020-12-16,2,43910,23932
decide,16,11612,2021-02-23,2,19342,25292
evening,9,16056,2024-08-28,0,22243,13408
option,1,18087,2022-04-09,4,44431,2739
space,15,15,2020-01-09,1,27729,8310
soon,16,29315,2022-01-31,2,42369,6790
tonight,10,4578,2024-01-11,3,44037,5209
who,7,2058,2022-01-23,4,16582,4928
agency,10,27765,2023-05-04,1,40449,17963
book,15,24455,2021-05-16,0,41121,8424
while,7,126,2020-03-13,0,8758,12414
increase,10,22677,2022-05-12,4,37211,9849
believe,16,23711,2024-05-30,3,5608,19886
left,5,3950,2023-01-05,1,20003,5457
test,4,27544,2020-07-16,2,32793,19683
employee,13,9207,2023-01-22,5,31936,5565
treat,8,1877,2023-04-29,1,29593,10108
member,9,22799,2022-06-19,4,23942,7527
people,4,7401,2023-10-02,2,32817,14553
something,6,17480,2021-01-31,5,29523,9050
serious,10,11684,2024-05-23,1,6838,21569
lot,16,23055,2023-08-17,4,19722,11953
before,7,11983,2020-07-19,4,45442,11113
them,4,26644,2024-03-29,5,10752,6942
one,4,6391,2024-09-08,3,46163,9939
commercial,7,12896,2022-12-31,0,20533,16102
society,6,16091,2020-11-26,4,39101,16091
bad,6,13885,2020-05-31,1,47649,16080
parent,8,11383,2021-05-03,3,26363,26392
type,3,22680,2024-05-14,3,27400,23154
fish,2,20233,2023-12-18,2,34852,6252
local,5,7677,2023-09-15,0,17656,1705
response,3,17318,2021-08-31,2,25781,15934
series,11,10675,2024-04-08,0,31289,22577
woman,14,19104,2020-09-03,5,30838,1752
bank,3,10197,2020-04-15,4,5409,5279
adult,4,14404,2022-01-03,2,44404,7701
way,6,11865,2023-04-07,3,7223,488
return,12,3029,2021-10-28,0,13415,5451
executive,2,2880,2023-09-20,0,36458,3512
serve,7,14250,2022-11-24,4,28325,22312
at,16,18192,2020-11-29,4,17272,15286
small,2,13092,2021-05-30,2,19293,11750
focus,11,29905,2020-02-17,2,19039,6862
want,8,5620,2022-11-21,0,44956,7530
all,7,4523,2022-05-27,0,18642,29979
threat,4,26467,2021-08-28,4,25193,1359
policy,12,20979,2021-03-30,5,43851,11630
base,1,10942,2020-05-28,2,7346,9087
reflect,8,27954,2024-08-27,0,9700,15348
never,13,665,2020-04-08,0,20958,16559
prevent,1,18836,2022-09-21,5,34790,20188
least,1,11022,2021-02-17,5,32285,7562
staff,3,18413,2021-06-01,1,38299,11296
yard,16,23786,2020-09-02,1,29374,14939
education,10,29169,2020-09-09,3,30941,11498
eye,9,10673,2020-07-08,2,10823,9742
evidence,9,11193,2022-06-05,0,32786,5631
child,13,25526,2022-11-03,4,21843,8686
should,2,23275,2024-01-31,3,30037,27290
improve,15,14959,2020-06-02,3,49527,28297
someone,5,12955,2024-03-27,3,27272,18458
morning,2,18243,2021-02-12,1,33128,19027
work,10,7961,2024-03-17,1,37093,17980
exist,3,3804,2024-05-16,1,20112,22588
reflect,11,2279,2022-09-13,1,12627,2309
wall,9,8445,2024-01-12,5,12986,25776
dog,1,24485,2021-01-07,2,28898,18950
standard,3,13242,2023-10-06,3,28861,18192
change,6,4605,2022-12-26,4,15705,2183
name,16,24079,2024-01-28,4,33128,17368
result,13,7718,2022-10-23,5,30788,573
eye,1,16413,2024-01-16,2,10315,6292
today,10,12884,2023-06-03,3,32736,14747
now,9,13256,2022-03-11,0,25608,22888
young,10,12543,2021-07-12,3,16639,12451
writer,14,6234,2024-09-23,4,43559,7584
last,4,16340,2024-03-31,3,20449,11531
stand,3,21071,2023-06-07,4,30189,16966
across,11,28226,2024-10-01,1,47099,12594
develop,3,21130,2022-11-12,2,15066,12287
who,14,13151,2021-10-31,2,41078,8154
spend,2,16541,2023-07-05,3,24647,26476
image,13,20464,2021-02-03,3,6018,13170
week,11,8856,2022-08-19,3,13835,11488
lose,15,7661,2023-12-20,2,11033,6985
subject,11,15277,2022-08-09,0,31930,20985
feel,9,4111,2022-05-05,4,39155,7645
a,1,5136,2023-10-06,3,23251,19521
suggest,12,29798,2020-12-03,0,15975,9154
indicate,11,27738,2024-01-07,2,48028,13111
trade,9,26870,2020-05-28,3,6468,22471
leg,16,19783,2022-03-04,4,14571,28259
ago,2,29065,2020-12-05,4,10115,20044
floor,8,29881,2023-08-20,4,48462,15508
of,7,21950,2022-10-03,4,34713,14840
deep,6,2669,2023-07-16,4,33563,19938
voice,5,14712,2022-11-08,0,20304,5497
per,3,1035,2023-04-30,2,45990,26829
hope,16,24503,2024-06-11,2,6708,16197
they,6,13779,2021-01-30,2,30428,22860
wish,6,22564,2021-01-10,4,22799,26214
inside,4,8838,2023-07-21,0,40373,27822
suddenly,2,5676,2022-12-16,3,34052,20468
take,15,2955,2021-06-09,1,6870,29368
ago,8,14086,2022-07-07,5,12371,27604
become,13,18376,2021-05-18,1,11398,28933
practice,13,21824,2020-08-08,1,37743,14727
fine,9,3722,2024-07-05,5,23732,27829
process,3,3956,2024-06-13,1,20832,13040
thought,2,8016,2021-05-25,3,40617,16705
mention,8,2100,2021-03-29,3,7223,283
if,11,5149,2021-02-10,0,12141,7140
wait,8,1176,2022-11-01,1,10450,25713
production,12,6470,2021-06-13,3,6633,27155
necessary,2,29988,2022-06-09,4,27161,6498
family,12,847,2022-02-16,2,19969,7810
foreign,5,24497,2020-11-17,1,20140,28094
save,15,4194,2021-01-10,1,7883,26436
medical,1,18785,2024-02-08,2,15788,25118
that,14,21553,2022-09-26,0,9002,24554
season,8,22685,2022-08-06,0,32106,10227
away,4,8687,2021-09-15,4,18410,16947
imagine,8,15461,2020-05-20,5,7018,18574
because,7,15033,2020-10-28,3,28959,15221
company,6,28950,2021-08-21,0,47657,4445
PM,16,2810,2023-12-11,4,47911,15720
car,14,10396,2022-10-28,1,32277,25337
send,9,17479,2020-05-27,1,44941,25779
describe,11,25519,2020-01-02,1,40753,11912
evidence,12,2366,2021-10-24,1,13663,11530
especially,8,23716,2020-04-23,1,22998,13199
cover,4,19874,2024-06-25,2,5768,23694
will,9,9804,2021-10-27,3,28796,8391
official,3,1038,2020-12-28,4,32349,9108
move,15,1788,2020-08-03,2,25849,12891
stay,1,16044,2024-06-12,2,18251,10482
society,1,21981,2023-12-25,4,14534,4505
area,11,19568,2022-04-11,0,10858,632
there,15,22797,2024-10-06,1,32538,7090
music,14,28546,2020-09-17,1,34436,4051
consider,1,13312,2022-08-27,4,44203,15008
yet,10,8154,2021-08-13,3,12488,2791
prevent,7,10361,2024-02-15,0,16990,25516
place,4,13912,2023-05-01,2,24109,16635
ten,1,1216,2021-05-16,1,42996,7632
seven,9,21631,2022-09-15,0,22423,18780
discover,15,11600,2020-12-16,5,39506,15656
despite,2,28890,2024-06-21,0,46846,9851
pay,1,17651,2020-06-26,4,39665,24783
every,1,11114,2022-05-12,1,12314,19461
its,10,7811,2023-02-02,5,7284,3385
real,6,2634,2021-01-30,4,45771,24564
officer,7,13481,2022-03-27,4,27903,2399
against,9,21061,2022-10-08,2,28659,5622
glass,4,9255,2020-11-13,5,33678,18664
measure,1,29693,2024-07-21,3,42123,13940
some,1,21709,2021-06-15,1,33683,581
job,13,2319,2020-04-13,0,43691,10046
hard,10,17874,2021-12-09,2,47974,24722
particular,11,12072,2022-08-18,3,8348,8250
record,13,12055,2022-12-25,1,11989,14540
already,16,4576,2022-05-09,2,35384,7677
then,6,23918,2023-05-11,4,9128,21142
agent,2,1172,2021-01-30,2,33011,29826
church,2,1304,2022-10-31,5,22380,4392
exist,16,19891,2024-08-30,1,10262,26661
newspaper,1,2425,2021-06-19,5,19920,25408
expect,5,22700,2023-10-12,2,7731,27635
it,10,16488,2024-06-22,0,43323,14970
treat,16,1440,2023-08-03,4,38025,6732
time,8,22762,2020-12-10,2,20812,15195
enter,16,24259,2020-12-06,5,28088,18747
statement,4,29684,2024-06-06,4,31343,26339
over,10,13659,2020-02-11,4,46794,10546
piece,7,16292,2024-08-17,1,11532,20515
your,16,23460,2021-01-07,1,37371,20285
growth,4,24012,2024-06-06,0,10952,18965
general,9,10765,2021-09-19,4,7190,29794
detail,13,21452,2023-01-31,3,28624,20941
game,5,24587,2021-09-05,0,22088,19063
series,5,29447,2021-09-22,2,22262,17583
big,15,23984,2020-10-14,5,35914,24980
somebody,3,8145,2024-10-13,3,27785,11262
street,12,23312,2020-10-15,2,28527,23820
spend,14,18540,2021-08-14,2,49163,2295
sound,5,27505,2022-04-24,0,29607,4079
money,2,24932,2023-08-31,5,32679,25536
central,7,1396,2020-11-21,4,44170,14515
hot,15,17118,2024-08-28,2,33802,28688
east,8,28990,2020-02-14,2,48463,29402
what,4,23061,2021-01-19,2,32417,14710
simple,7,6036,2022-05-12,3,37800,29892
direction,7,29933,2021-09-22,1,24091,9130
hour,13,24327,2021-07-31,0,12466,26407
far,14,1512,2024-03-24,3,15529,6566
office,11,21991,2023-09-01,4,21655,23570
administration,9,13819,2023-07-19,4,39195,21422
matter,10,23199,2023-10-11,5,25978,22677
few,5,25616,2021-03-13,3,47534,22643
so,9,4828,2024-07-31,5,43869,29053
a,15,4844,2024-04-14,4,43209,7322
piece,13,20738,2023-07-26,5,33663,8137
local,15,10883,2022-02-08,0,40659,27761
whose,15,9609,2022-01-15,5,12942,20268
pick,12,2121,2022-03-04,1,15730,5670
this,10,12348,2023-03-13,4,34945,14514
eight,3,8299,2024-10-13,0,25480,26230
turn,3,24377,2024-06-26,5,13699,18605
even,11,26960,2022-09-16,4,19181,11287
great,14,2320,2022-06-01,0,13237,9696
these,8,16840,2022-10-07,3,14755,16601
professor,9,11496,2021-02-07,1,23545,712
front,1,318,2024-04-11,3,36177,11260
training,5,2496,2021-04-16,3,42946,27689
traditional,10,18010,2023-05-27,3,33486,2121
name,5,24038,2023-01-22,1,27852,15360
not,16,844,2020-12-31,0,26758,17698
mother,8,10707,2024-05-23,0,25086,16317
process,10,26312,2024-06-30,3,8820,2171
now,14,16369,2020-01-23,4,6640,23032
always,9,7258,2023-04-13,2,31665,27799
serve,9,1843,2021-11-28,5,35313,20930
near,1,26905,2021-02-20,1,23815,21380
thus,4,21185,2022-12-18,0,45791,2773
believe,10,9218,2020-10-17,5,36633,13971
food,13,7658,2020-11-23,0,37717,26531
smile,4,23901,2024-09-30,1,31462,5427
school,10,4400,2023-08-29,0,31434,27382
already,14,28599,2023-07-10,5,6541,16544
question,13,17846,2022-11-22,4,41719,3133
fund,9,16629,2024-04-18,4,37827,6268
budget,14,2274,2021-02-02,3,35612,9527
reveal,6,2429,2023-12-31,3,37024,16607
upon,10,25028,2020-04-13,3,31871,15241
forward,13,6395,2024-09-15,1,35727,17495
next,12,3891,2023-09-20,2,15476,5084
about,1,23348,2024-03-08,2,46303,16937
soldier,16,18973,2021-11-16,2,33462,2572
seven,15,23478,2024-05-04,3,48633,8133
upon,13,22135,2022-12-01,0,14863,5735
career,6,23498,2022-06-06,4,18388,24001
prepare,6,22031,2020-10-04,2,26500,29483
wind,3,4806,2023-03-16,5,31186,22283
computer,13,15031,2021-09-20,5,44642,19349
art,4,11246,2023-02-02,5,25996,11719
talk,5,11045,2020-01-24,4,33815,5537
ready,1,7551,2020-06-13,1,5852,24185
lawyer,12,20626,2020-06-19,4,38000,21504
bad,14,19228,2021-08-17,2,6914,18733
lead,16,2760,2022-07-21,5,15196,16240
experience,11,1034,2023-03-23,0,15222,24517
character,7,24478,2024-09-14,5,36968,13196
strategy,2,4026,2020-02-01,5,29323,5303
community,13,3678,2022-10-31,3,24161,11704
deal,6,16814,2024-07-02,1,38840,5424
husband,12,3259,2023-03-03,0,15389,25057
sure,1,6454,2024-02-03,0,5772,8188
they,11,2930,2024-02-10,3,6223,17376
sing,8,21419,2020-02-26,5,11048,3969
out,14,17927,2024-05-09,1,23195,17469
old,10,18606,2024-09-13,4,9236,13427
learn,3,5976,2021-10-22,3,9152,20002
task,3,23268,2024-07-23,2,49774,12422
check,7,27173,2021-03-03,3,43707,3529
foot,14,29957,2023-01-30,2,7490,7579
use,1,13139,2023-08-13,1,13956,20931
indeed,3,6373,2021-03-22,2,6744,8791
live,2,15767,2021-11-25,4,5485,5818
quality,14,29842,2022-04-26,0,17461,23106
week,10,24451,2020-10-06,1,30859,3392
close,16,1797,2020-08-21,1,40228,25572
cover,7,4184,2020-10-21,4,33861,22573
investment,14,13676,2021-02-17,5,12737,29494
power,6,20984,2023-01-15,2,13716,1537
page,6,18303,2023-05-06,3,37472,1731
write,13,24527,2023-02-03,1,5379,4463
appear,4,25159,2023-03-05,0,8856,5573
official,7,19812,2020-04-24,1,22556,16658
seem,3,1270,2021-03-16,5,47134,19708
nor,7,14945,2024-10-20,1,45490,21202
here,1,28760,2021-10-16,2,30182,14334
use,4,5553,2021-03-08,5,25848,23834
source,4,27348,2024-08-01,0,17627,23369
produce,16,28450,2020-07-05,0,46459,7458
black,14,29395,2023-05-26,5,35363,23840
effect,6,11128,2021-07-27,5,49340,16081
cell,6,5213,2020-02-13,0,8143,29457
material,2,2798,2022-04-25,2,7566,3443
behavior,16,13402,2022-03-21,3,31588,29475
hospital,1,14566,2023-11-16,2,49042,1675
break,16,26019,2024-02-28,5,46953,1063
truth,10,29671,2022-03-06,5,26471,14473
perform,14,13370,2024-01-10,3,41628,28763
maybe,5,17839,2021-02-08,0,16282,17900
possible,12,12191,2024-05-30,3,43525,29917
administration,16,20373,2024-06-08,0,32035,10001
not,6,9330,2021-06-04,1,21991,18642
throughout,3,20387,2021-08-12,2,7664,26214
own,12,16009,2023-11-06,4,36989,11999
cell,5,21561,2020-02-19,3,15649,25410
success,1,28075,2024-08-29,2,48519,9501
defense,16,22117,2020-02-16,0,30951,16576
statement,16,16137,2024-03-10,4,22752,22310
property,2,23264,2020-06-29,0,29421,3744
lawyer,6,29016,2023-11-16,4,9947,29592
expert,14,11471,2023-11-18,1,14785,20861
woman,10,29734,2020-04-01,3,45691,24306
effect,5,20779,2020-01-07,1,35120,16012
draw,4,1191,2023-02-12,3,46337,26041
race,9,3354,2021-07-18,2,36159,4127
really,12,5788,2024-03-05,0,42263,25474
such,1,13895,2024-09-29,2,32958,9039
blue,1,7813,2020-10-01,1,47097,27488
together,12,10522,2022-03-19,1,49247,12531
local,14,13505,2022-06-09,1,46906,25621
home,5,9180,2024-02-04,1,6766,10914
player,14,9241,2020-09-26,4,41733,15554
difference,10,6118,2024-01-16,1,20487,21481
interview,5,13270,2021-03-02,4,25843,2941
quite,15,19818,2023-07-02,0,45484,20181
main,4,27679,2024-05-13,1,49426,18025
chair,14,4519,2020-07-08,4,43497,22857
personal,12,7331,2020-06-09,2,30136,21440
and,9,923,2023-10-06,1,23837,6285
I,15,3491,2021-05-13,4,39932,2894
performance,15,8018,2023-02-15,0,45549,17820
create,8,12430,2020-09-24,4,40432,6804
trouble,1,12242,2021-05-06,4,7384,13274
walk,8,433,2021-11-29,2,40005,8982
free,14,19612,2022-07-13,4,36379,27739
